time,Operational demand,Available generation,Emissions intensity_QLD
2020-11-02 09:00:00+00:00,7469,9666.31925,1009.835611
2020-11-02 10:00:00+00:00,7213,9691.42825,1009.434958
2020-11-02 11:00:00+00:00,6785.5,9742.22825,960.3389633
2020-11-02 12:00:00+00:00,6374.5,9694.596167,897.6883977
2020-11-02 13:00:00+00:00,6065,9383.42975,864.6772556
2020-11-02 14:00:00+00:00,5697.5,9373.627417,871.8303614
2020-11-02 15:00:00+00:00,5385.5,9324.972917,859.7115891
2020-11-02 16:00:00+00:00,5289,9323.441,863.8992227
2020-11-02 17:00:00+00:00,5241,9289.655417,861.6459763
2020-11-02 18:00:00+00:00,5240,9291.964417,860.8430284
2020-11-02 19:00:00+00:00,5394,9382.752452,833.4979901
2020-11-02 20:00:00+00:00,5597.5,9590.385948,840.3734505
2020-11-02 21:00:00+00:00,5776,9759.958234,786.2862499
2020-11-02 22:00:00+00:00,5596,9685.563761,769.9726897
2020-11-02 23:00:00+00:00,5272.5,9805.274959,755.3752521
2020-11-03 00:00:00+00:00,5189,9604.892883,726.8281276
2020-11-03 01:00:00+00:00,5227,9679.625079,750.7753305
2020-11-03 02:00:00+00:00,5242.5,9713.701358,735.4243712
2020-11-03 03:00:00+00:00,5300.5,9705.503553,718.0287805
2020-11-03 04:00:00+00:00,5527.5,10153.04793,695.8665453
2020-11-03 05:00:00+00:00,5964,10346.88561,707.1055719
2020-11-03 06:00:00+00:00,6553,10429.73217,706.3486995
2020-11-03 07:00:00+00:00,7002,10107.97906,736.6469456
2020-11-03 08:00:00+00:00,7201,9902.150007,797.0802419
2020-11-03 09:00:00+00:00,7336.5,9988.1915,803.7636607
2020-11-03 10:00:00+00:00,7096,9852.182167,833.7131392
2020-11-03 11:00:00+00:00,6693,9835.429833,840.8882493
2020-11-03 12:00:00+00:00,6327,9768.683083,843.2336409
2020-11-03 13:00:00+00:00,5990.5,9816.401083,850.5276599
2020-11-03 14:00:00+00:00,5606,9331.0725,868.1189993
2020-11-03 15:00:00+00:00,5321,9180.687,871.9012069
2020-11-03 16:00:00+00:00,5196.5,9240.352167,858.0818822
2020-11-03 17:00:00+00:00,5151.5,9338.420417,843.3529976
2020-11-03 18:00:00+00:00,5201.5,9337.289167,849.2476641
2020-11-03 19:00:00+00:00,5337,9329.870306,851.1664639
2020-11-03 20:00:00+00:00,5519,9745.049077,830.7124799
2020-11-03 21:00:00+00:00,5678.5,10057.76685,772.2755904
2020-11-03 22:00:00+00:00,5423.5,9904.133104,752.5050186
2020-11-03 23:00:00+00:00,5251.5,9718.503893,755.1007658
2020-11-04 00:00:00+00:00,5188,9686.622611,745.3247517
2020-11-04 01:00:00+00:00,5109,9885.957781,730.1371688
2020-11-04 02:00:00+00:00,5145.5,9865.170794,719.3939511
2020-11-04 03:00:00+00:00,5283,9954.365379,725.6486923
2020-11-04 04:00:00+00:00,5556.5,10386.02408,721.5933848
2020-11-04 05:00:00+00:00,5962,10740.0176,726.4638914
2020-11-04 06:00:00+00:00,6565.5,10601.3957,720.4565565
2020-11-04 07:00:00+00:00,7074,9973.097399,756.3411814
2020-11-04 08:00:00+00:00,7288.5,9656.216403,810.2721545
2020-11-04 09:00:00+00:00,7355,9704.696083,829.875435
2020-11-04 10:00:00+00:00,7064,9801.889333,847.5254724
2020-11-04 11:00:00+00:00,6683,9815.652417,849.8189322
2020-11-04 12:00:00+00:00,6361.5,9727.287083,856.1561027
2020-11-04 13:00:00+00:00,6032.5,9804.289583,856.5774227
2020-11-04 14:00:00+00:00,5622,9528.422917,877.4765765
2020-11-04 15:00:00+00:00,5349,9138.850167,875.1082708
2020-11-04 16:00:00+00:00,5243.5,9134.13825,878.0221089
2020-11-04 17:00:00+00:00,5190.5,9118.003417,875.0058548
2020-11-04 18:00:00+00:00,5230.5,9122.838333,878.5576777
2020-11-04 19:00:00+00:00,5360.5,9154.35515,867.3371574
2020-11-04 20:00:00+00:00,5530,9514.005908,833.5787705
2020-11-04 21:00:00+00:00,5746.5,9568.778118,780.9414257
2020-11-04 22:00:00+00:00,5575,9594.523439,734.6856507
2020-11-04 23:00:00+00:00,5335,9303.876792,703.7703076
2020-11-05 00:00:00+00:00,5266.5,9409.246781,700.0245756
2020-11-05 01:00:00+00:00,5406,9798.706181,662.8764041
2020-11-05 02:00:00+00:00,5782.5,10348.33559,686.5526213
2020-11-05 03:00:00+00:00,6044.5,10513.20539,688.998564
2020-11-05 04:00:00+00:00,6398,10676.39685,704.2413739
2020-11-05 05:00:00+00:00,7035.5,10859.75553,700.9906923
2020-11-05 06:00:00+00:00,7351.5,10666.35755,678.0824256
2020-11-05 07:00:00+00:00,7728.5,10199.85116,722.3596024
2020-11-05 08:00:00+00:00,7844.5,9874.064207,777.8762165
2020-11-05 09:00:00+00:00,7934.5,9803.778833,787.0568661
2020-11-05 10:00:00+00:00,7654,9757.30675,813.77104
2020-11-05 11:00:00+00:00,7118,9767.390917,819.584212
2020-11-05 12:00:00+00:00,6640,9610.1055,844.8121458
2020-11-05 13:00:00+00:00,6206.5,9558.317,854.37383
2020-11-05 14:00:00+00:00,5762.5,9414.071167,864.3661818
2020-11-05 15:00:00+00:00,5493.5,9461.738333,857.2846223
2020-11-05 16:00:00+00:00,5348,9303.959167,859.3094819
2020-11-05 17:00:00+00:00,5284.5,9276.446667,858.0971668
2020-11-05 18:00:00+00:00,5318.5,9425.45825,853.4011288
2020-11-05 19:00:00+00:00,5426.5,9422.083105,853.2610482
2020-11-05 20:00:00+00:00,5550.5,9863.67309,834.6144624
2020-11-05 21:00:00+00:00,5666.5,10061.96027,758.8573909
2020-11-05 22:00:00+00:00,5450.5,9915.338117,737.2674348
2020-11-05 23:00:00+00:00,5170.5,9880.358433,748.1200941
2020-11-06 00:00:00+00:00,5024,9965.716981,745.8304389
2020-11-06 01:00:00+00:00,5022.5,9967.703098,732.0352372
2020-11-06 02:00:00+00:00,5071.5,9969.818273,722.1812425
2020-11-06 03:00:00+00:00,5205.5,9975.155723,715.157647
2020-11-06 04:00:00+00:00,5505.5,10174.63684,690.5896358
2020-11-06 05:00:00+00:00,5932.5,10494.21391,685.0810697
2020-11-06 06:00:00+00:00,6552,10478.00991,710.9982145
2020-11-06 07:00:00+00:00,6974.5,10085.23547,753.7570304
2020-11-06 08:00:00+00:00,7087,9549.360713,807.8962014
2020-11-06 09:00:00+00:00,7201.5,9566.392583,823.9543996
2020-11-06 10:00:00+00:00,6981,9626.019167,832.4015929
2020-11-06 11:00:00+00:00,6695,9653.915667,861.3907027
2020-11-06 12:00:00+00:00,6379,9642.703667,868.0292289
2020-11-06 13:00:00+00:00,6110,9330.326083,870.7690434
2020-11-06 14:00:00+00:00,5744.5,9143.354167,900.5166697
2020-11-06 15:00:00+00:00,5472,9149.098667,885.3834501
2020-11-06 16:00:00+00:00,5304,9137.85625,882.7015781
2020-11-06 17:00:00+00:00,5225.5,9144.888083,872.088772
2020-11-06 18:00:00+00:00,5227.5,9178.53775,867.4351364
2020-11-06 19:00:00+00:00,5230.5,9181.225636,866.3743614
2020-11-06 20:00:00+00:00,5199,9583.068632,849.2075144
2020-11-06 21:00:00+00:00,5113,9893.051693,768.3402764
2020-11-06 22:00:00+00:00,5049.5,9846.623431,761.8893604
2020-11-06 23:00:00+00:00,5043,9817.053836,760.5978578
2020-11-07 00:00:00+00:00,5138,9868.372729,757.4545561
2020-11-07 01:00:00+00:00,4999,9911.341253,746.0763978
2020-11-07 02:00:00+00:00,5011.5,9660.108418,735.5042167
2020-11-07 03:00:00+00:00,5074.5,9680.829742,740.6938139
2020-11-07 04:00:00+00:00,5308.5,10057.0389,697.58747
2020-11-07 05:00:00+00:00,5698,10195.73102,712.3810449
2020-11-07 06:00:00+00:00,6100,10253.8169,724.6281863
2020-11-07 07:00:00+00:00,6487.5,9969.170619,758.7404078
2020-11-07 08:00:00+00:00,6709,9669.554807,804.9732349
2020-11-07 09:00:00+00:00,6835,9816.627,824.0892641
2020-11-07 10:00:00+00:00,6643,9847.727833,820.3176647
2020-11-07 11:00:00+00:00,6341.5,9856.48225,838.2644533
2020-11-07 12:00:00+00:00,6115.5,9882.5665,839.6860854
2020-11-07 13:00:00+00:00,5915.5,9317.973083,857.6771862
2020-11-07 14:00:00+00:00,5590.5,9254.152833,876.5582962
2020-11-07 15:00:00+00:00,5353,9247.1705,859.9350665
2020-11-07 16:00:00+00:00,5175.5,9242.179833,868.038958
2020-11-07 17:00:00+00:00,5121,9253.919333,852.969798
2020-11-07 18:00:00+00:00,5112,9296.996417,847.5764233
2020-11-07 19:00:00+00:00,5105,9286.284063,850.7056514
2020-11-07 20:00:00+00:00,5041,9684.979677,847.9849137
2020-11-07 21:00:00+00:00,5039,9626.977293,782.1203602
2020-11-07 22:00:00+00:00,5230.5,9688.671651,761.674971
2020-11-07 23:00:00+00:00,5445,9479.688716,763.6336067
2020-11-08 00:00:00+00:00,5429,9397.300187,764.8293042
2020-11-08 01:00:00+00:00,5328.5,9379.910273,760.1360627
2020-11-08 02:00:00+00:00,5392,9273.382118,764.2239687
2020-11-08 03:00:00+00:00,5440,9430.241581,758.6724422
2020-11-08 04:00:00+00:00,5557.5,9925.717967,742.01814
2020-11-08 05:00:00+00:00,5531.5,9999.836832,720.1573598
2020-11-08 06:00:00+00:00,5856,10211.27345,733.0332404
2020-11-08 07:00:00+00:00,6336,10013.80507,771.7183618
2020-11-08 08:00:00+00:00,6672,9904.10217,791.325538
2020-11-08 09:00:00+00:00,6827,9903.796,811.7331882
2020-11-08 10:00:00+00:00,6605.5,9894.651833,838.4571925
2020-11-08 11:00:00+00:00,6306,9792.40525,843.2864015
2020-11-08 12:00:00+00:00,6040.5,9900.635083,830.1378891
2020-11-08 13:00:00+00:00,5801.5,9735.548083,847.303711
2020-11-08 14:00:00+00:00,5442.5,9498.90275,867.7601677
2020-11-08 15:00:00+00:00,5184,9499.8985,853.6021702
2020-11-08 16:00:00+00:00,5056,9485.521833,856.0888928
2020-11-08 17:00:00+00:00,5012.5,9486.952417,844.7333337
2020-11-08 18:00:00+00:00,5054,9523.457417,845.7173411
2020-11-08 19:00:00+00:00,5204,9542.694627,834.8351317
2020-11-08 20:00:00+00:00,5407,9802.643895,805.8323845
2020-11-08 21:00:00+00:00,5700,9917.284755,780.2697432
2020-11-08 22:00:00+00:00,5563.5,10018.63993,787.984262
2020-11-08 23:00:00+00:00,5283,9837.797307,759.5685726
2020-11-09 00:00:00+00:00,5259.5,9735.655688,780.6304337
2020-11-09 01:00:00+00:00,5211.5,9781.66014,761.9664982
2020-11-09 02:00:00+00:00,5207.5,9623.100705,759.3490309
2020-11-09 03:00:00+00:00,5292,9593.809354,765.1324646
2020-11-09 04:00:00+00:00,5511.5,9787.192017,749.5601249
2020-11-09 05:00:00+00:00,5843.5,10066.58801,757.8267049
2020-11-09 06:00:00+00:00,6292.5,10083.52142,763.075607
2020-11-09 07:00:00+00:00,6745,9898.257674,784.8644199
2020-11-09 08:00:00+00:00,7035.5,9811.220924,806.9776394
2020-11-09 09:00:00+00:00,7221.5,9910.798083,805.8315824
2020-11-09 10:00:00+00:00,6966.5,9896.794333,820.3130256
2020-11-09 11:00:00+00:00,6587,9836.082917,832.6904524
2020-11-09 12:00:00+00:00,6234,9851.141667,839.7091964
2020-11-09 13:00:00+00:00,5947.5,9618.598083,851.0004121
2020-11-09 14:00:00+00:00,5530,9228.56625,883.4301439
2020-11-09 15:00:00+00:00,5297.5,9245.1645,861.118005
2020-11-09 16:00:00+00:00,5183,9247.79,857.651886
2020-11-09 17:00:00+00:00,5118.5,9210.892167,862.2060693
2020-11-09 18:00:00+00:00,5149.5,9230.83825,862.3194305
2020-11-09 19:00:00+00:00,5275,9321.839666,839.3247127
2020-11-09 20:00:00+00:00,5463,9843.349825,816.9819515
2020-11-09 21:00:00+00:00,5607,10194.91055,757.7030906
2020-11-09 22:00:00+00:00,5398,10007.06416,736.5742636
2020-11-09 23:00:00+00:00,5245,9412.579566,743.8923483
2020-11-10 00:00:00+00:00,5220.5,9297.608733,771.3810182
2020-11-10 01:00:00+00:00,5217.5,9220.298632,767.3898647
2020-11-10 02:00:00+00:00,5203.5,9438.485491,735.1522636
2020-11-10 03:00:00+00:00,5214,9434.775377,732.3907944
2020-11-10 04:00:00+00:00,5425.5,9611.441704,739.2252221
2020-11-10 05:00:00+00:00,5782.5,9946.489208,744.3051881
2020-11-10 06:00:00+00:00,6273,10187.67966,733.3031449
2020-11-10 07:00:00+00:00,6805,10115.34059,760.4157648
2020-11-10 08:00:00+00:00,7100,9997.009115,808.0039062
2020-11-10 09:00:00+00:00,7322.5,10173.85308,822.8625093
2020-11-10 10:00:00+00:00,7052.5,10236.3045,832.9881981
2020-11-10 11:00:00+00:00,6678,10138.32225,856.7646834
2020-11-10 12:00:00+00:00,6297,9743.084167,845.1352191
2020-11-10 13:00:00+00:00,6003.5,9700.207167,874.8148073
2020-11-10 14:00:00+00:00,5615.5,9770.9655,880.7497816
2020-11-10 15:00:00+00:00,5372,9479.771583,872.8921024
2020-11-10 16:00:00+00:00,5239,9524.192,864.5338841
2020-11-10 17:00:00+00:00,5231.5,9767.644333,861.9868816
2020-11-10 18:00:00+00:00,5246,9747.87225,858.7389878
2020-11-10 19:00:00+00:00,5403,9841.151235,856.5457781
2020-11-10 20:00:00+00:00,5534.5,10255.22433,843.2674302
2020-11-10 21:00:00+00:00,5626,10732.2611,758.9252977
2020-11-10 22:00:00+00:00,5509.5,10451.63681,752.3805952
2020-11-10 23:00:00+00:00,5399,10392.38755,758.5529466
2020-11-11 00:00:00+00:00,5235.5,10407.45174,748.4628347
2020-11-11 01:00:00+00:00,5126,10383.14821,758.2977396
2020-11-11 02:00:00+00:00,5186.5,10479.36308,749.8630242
2020-11-11 03:00:00+00:00,5283,10443.97734,743.7927091
2020-11-11 04:00:00+00:00,5503.5,10793.42584,711.685589
2020-11-11 05:00:00+00:00,5885.5,10838.13074,705.2609226
2020-11-11 06:00:00+00:00,6527,11060.77318,714.8779102
2020-11-11 07:00:00+00:00,7054,10591.25629,738.8182683
2020-11-11 08:00:00+00:00,7296,10220.7112,817.1997416
2020-11-11 09:00:00+00:00,7437.5,10258.06108,840.4780644
2020-11-11 10:00:00+00:00,7114.5,10266.99008,847.087754
2020-11-11 11:00:00+00:00,6766.5,10251.449,856.1027049
2020-11-11 12:00:00+00:00,6442,10261.6045,854.2098128
2020-11-11 13:00:00+00:00,6141,10224.04008,856.6110116
2020-11-11 14:00:00+00:00,5716.5,10096.81992,871.7664237
2020-11-11 15:00:00+00:00,5460,10055.15592,856.3246033
2020-11-11 16:00:00+00:00,5333,10135.4695,853.3131647
2020-11-11 17:00:00+00:00,5286.5,10202.55367,858.6699373
2020-11-11 18:00:00+00:00,5323,9999.861667,857.2182137
2020-11-11 19:00:00+00:00,5453.5,9997.053718,865.8406416
2020-11-11 20:00:00+00:00,5613.5,10415.20669,826.8381176
2020-11-11 21:00:00+00:00,5898.5,10681.36201,756.5824464
2020-11-11 22:00:00+00:00,5849.5,10706.82891,743.3957889
2020-11-11 23:00:00+00:00,5624.5,10427.2081,750.3202977
2020-11-12 00:00:00+00:00,5426.5,10333.74453,758.3947419
2020-11-12 01:00:00+00:00,5265,10292.34822,741.2315788
2020-11-12 02:00:00+00:00,5369,10261.9924,734.4989405
2020-11-12 03:00:00+00:00,5536,10284.22227,752.9314795
2020-11-12 04:00:00+00:00,5626.5,10662.41294,722.4474633
2020-11-12 05:00:00+00:00,5999,10815.99709,716.9297555
2020-11-12 06:00:00+00:00,6621.5,10886.63294,731.6605476
2020-11-12 07:00:00+00:00,7137.5,10500.66447,765.4150736
2020-11-12 08:00:00+00:00,7383,10390.7859,822.7688546
2020-11-12 09:00:00+00:00,7551.5,10429.02492,826.997538
2020-11-12 10:00:00+00:00,7289,10468.70025,830.1648506
2020-11-12 11:00:00+00:00,6898.5,10359.65983,841.9054122
2020-11-12 12:00:00+00:00,6514.5,10406.20217,850.2702172
2020-11-12 13:00:00+00:00,6167,10094.47158,859.2686445
2020-11-12 14:00:00+00:00,5759.5,10047.21125,882.037254
2020-11-12 15:00:00+00:00,5488,10069.10867,855.865535
2020-11-12 16:00:00+00:00,5393,10073.69042,853.7140727
2020-11-12 17:00:00+00:00,5328.5,10071.89567,852.6513292
2020-11-12 18:00:00+00:00,5352,9973.346583,854.0183477
2020-11-12 19:00:00+00:00,5514.5,9908.604823,846.7009054
2020-11-12 20:00:00+00:00,5681,10158.44411,830.9135523
2020-11-12 21:00:00+00:00,6047,10381.1673,782.1042033
2020-11-12 22:00:00+00:00,6103,10408.30436,751.2754653
2020-11-12 23:00:00+00:00,6117.5,10539.7205,744.9126123
2020-11-13 00:00:00+00:00,6310.5,10571.5072,726.8262679
2020-11-13 01:00:00+00:00,6423,10705.67046,740.5475598
2020-11-13 02:00:00+00:00,6379,10886.54713,717.3810328
2020-11-13 03:00:00+00:00,5790,10835.87124,726.446532
2020-11-13 04:00:00+00:00,5701.5,10806.72062,698.0648764
2020-11-13 05:00:00+00:00,6194.5,10866.53622,727.8442801
2020-11-13 06:00:00+00:00,6819,10741.82749,765.6755747
2020-11-13 07:00:00+00:00,7185.5,10437.51623,799.6384166
2020-11-13 08:00:00+00:00,7218.5,10304.46698,824.7176281
2020-11-13 09:00:00+00:00,7275.5,10442.87016,828.8666655
2020-11-13 10:00:00+00:00,7086,10502.98033,835.464035
2020-11-13 11:00:00+00:00,6804.5,10497.85166,845.5027409
2020-11-13 12:00:00+00:00,6493.5,10336.26003,862.2713199
2020-11-13 13:00:00+00:00,6214,10244.08346,862.9740064
2020-11-13 14:00:00+00:00,5808.5,10034.26,886.9142303
2020-11-13 15:00:00+00:00,5510,9744.977992,862.8470074
2020-11-13 16:00:00+00:00,5386,9730.578503,866.6064633
2020-11-13 17:00:00+00:00,5347.5,9726.616074,865.7137951
2020-11-13 18:00:00+00:00,5310.5,9735.885467,857.2485313
2020-11-13 19:00:00+00:00,5327.5,9744.311177,875.6046505
2020-11-13 20:00:00+00:00,5187.5,9918.36057,870.4089953
2020-11-13 21:00:00+00:00,5142,10158.4061,792.1913404
2020-11-13 22:00:00+00:00,5067.5,10129.61471,775.935639
2020-11-13 23:00:00+00:00,5029.5,10296.98687,768.6338465
2020-11-14 00:00:00+00:00,4981,10270.72802,746.7421154
2020-11-14 01:00:00+00:00,5097,10354.19976,731.607849
2020-11-14 02:00:00+00:00,5323.5,10387.03708,735.5624262
2020-11-14 03:00:00+00:00,5675.5,10563.97196,730.6437831
2020-11-14 04:00:00+00:00,6127.5,10630.25025,733.1489672
2020-11-14 05:00:00+00:00,6618.5,11276.56279,705.3459474
2020-11-14 06:00:00+00:00,7188,11296.74903,708.4762665
2020-11-14 07:00:00+00:00,7651,10878.68961,759.0909383
2020-11-14 08:00:00+00:00,7707,10593.44237,814.2983558
2020-11-14 09:00:00+00:00,7785.5,10591.07433,835.3656499
2020-11-14 10:00:00+00:00,7546.5,10525.84942,850.3123215
2020-11-14 11:00:00+00:00,7145.5,10503.51375,876.8769275
2020-11-14 12:00:00+00:00,6779,10123.99342,886.5172979
2020-11-14 13:00:00+00:00,6421,10078.80133,893.8167996
2020-11-14 14:00:00+00:00,5989.5,10038.6055,900.8379664
2020-11-14 15:00:00+00:00,5714,9996.805917,898.2166492
2020-11-14 16:00:00+00:00,5571.5,10010.31042,894.9119506
2020-11-14 17:00:00+00:00,5466,10022.17225,892.6180987
2020-11-14 18:00:00+00:00,5434.5,10031.31392,891.5957855
2020-11-14 19:00:00+00:00,5396,10073.65206,898.6663158
2020-11-14 20:00:00+00:00,5282.5,10347.63945,878.3985173
2020-11-14 21:00:00+00:00,5260.5,10464.88467,814.1942961
2020-11-14 22:00:00+00:00,5222.5,10752.45467,791.8378973
2020-11-14 23:00:00+00:00,5209.5,10944.32123,769.7082655
2020-11-15 00:00:00+00:00,5252.5,10912.97181,745.9851778
2020-11-15 01:00:00+00:00,5372,10970.6302,725.9386288
2020-11-15 02:00:00+00:00,5605,10900.68209,709.2612844
2020-11-15 03:00:00+00:00,5840.5,10838.59479,716.7576744
2020-11-15 04:00:00+00:00,6222.5,10944.81589,716.2717941
2020-11-15 05:00:00+00:00,6756.5,11330.19654,707.9564068
2020-11-15 06:00:00+00:00,7381.5,11322.05828,729.0975206
2020-11-15 07:00:00+00:00,7840.5,10851.52614,758.0580655
2020-11-15 08:00:00+00:00,8004.5,10512.69476,825.2092334
2020-11-15 09:00:00+00:00,8023,10769.71208,812.8206052
2020-11-15 10:00:00+00:00,7794,10727.47408,845.8574515
2020-11-15 11:00:00+00:00,7327.5,10701.20808,859.2718974
2020-11-15 12:00:00+00:00,6835,10421.78808,853.3221877
2020-11-15 13:00:00+00:00,6455.5,10419.30467,850.001717
2020-11-15 14:00:00+00:00,6016,10459.96058,859.1999803
2020-11-15 15:00:00+00:00,5769.5,10484.94608,850.1318011
2020-11-15 16:00:00+00:00,5655.5,10538.44375,851.6059557
2020-11-15 17:00:00+00:00,5579.5,10548.37833,847.0953622
2020-11-15 18:00:00+00:00,5613,10545.19675,842.5715416
2020-11-15 19:00:00+00:00,5734.5,10554.20875,841.6303672
2020-11-15 20:00:00+00:00,5996,10772.72339,814.2333308
2020-11-15 21:00:00+00:00,6471,11167.55136,759.4008439
2020-11-15 22:00:00+00:00,6695,11075.61611,757.2173104
2020-11-15 23:00:00+00:00,6706,11037.03447,762.4605316
2020-11-16 00:00:00+00:00,6574.5,11353.49092,723.5225136
2020-11-16 01:00:00+00:00,6598.5,11346.61119,720.4486484
2020-11-16 02:00:00+00:00,6678,11394.47675,721.2024812
2020-11-16 03:00:00+00:00,6782,11409.30305,718.5702827
2020-11-16 04:00:00+00:00,7194.5,11430.42156,723.7614485
2020-11-16 05:00:00+00:00,7755,11495.30192,722.6221253
2020-11-16 06:00:00+00:00,8281.5,11437.22191,726.0297361
2020-11-16 07:00:00+00:00,8624.5,10813.25792,761.4976918
2020-11-16 08:00:00+00:00,8573,10425.58028,799.0001351
2020-11-16 09:00:00+00:00,8563.5,10470.10867,815.4808773
2020-11-16 10:00:00+00:00,8145.5,10372.24625,833.043022
2020-11-16 11:00:00+00:00,7674,10408.92525,850.220581
2020-11-16 12:00:00+00:00,7156.5,10349.304,851.401716
2020-11-16 13:00:00+00:00,6738,10440.24567,859.5153181
2020-11-16 14:00:00+00:00,6252,10364.82733,874.7042008
2020-11-16 15:00:00+00:00,5961,10379.76658,860.1222183
2020-11-16 16:00:00+00:00,5793.5,10289.40567,863.4685895
2020-11-16 17:00:00+00:00,5711.5,10178.71442,874.4388763
2020-11-16 18:00:00+00:00,5706,10183.01517,871.1521027
2020-11-16 19:00:00+00:00,5810,10204.19009,863.5365259
2020-11-16 20:00:00+00:00,6036.5,10389.97326,834.2147261
2020-11-16 21:00:00+00:00,6373.5,10681.87419,795.1567104
2020-11-16 22:00:00+00:00,6412,10710.47356,779.1948494
2020-11-16 23:00:00+00:00,6413,10906.91227,758.8976949
2020-11-17 00:00:00+00:00,6544,11082.4501,744.6306174
2020-11-17 01:00:00+00:00,6780,10956.59539,727.8955002
2020-11-17 02:00:00+00:00,6986,11134.55835,725.7826155
2020-11-17 03:00:00+00:00,7507,11252.76802,741.160166
2020-11-17 04:00:00+00:00,7948.5,11470.42309,737.6317168
2020-11-17 05:00:00+00:00,8102,11481.40706,748.2470002
2020-11-17 06:00:00+00:00,8215,11308.55385,729.0855612
2020-11-17 07:00:00+00:00,8291.5,10821.97288,767.1127703
2020-11-17 08:00:00+00:00,8154,10378.36095,818.5777808
2020-11-17 09:00:00+00:00,8116.5,10746.52717,816.6118013
2020-11-17 10:00:00+00:00,7775,10888.102,826.9923365
2020-11-17 11:00:00+00:00,7303.5,10884.89617,835.9077931
2020-11-17 12:00:00+00:00,6857.5,10512.54433,840.7637777
2020-11-17 13:00:00+00:00,6474,10264.932,859.6048454
2020-11-17 14:00:00+00:00,6066.5,10238.15233,865.1144517
2020-11-17 15:00:00+00:00,5827,10269.60392,850.6741373
2020-11-17 16:00:00+00:00,5719,10322.66092,851.2212326
2020-11-17 17:00:00+00:00,5653,10338.9515,853.2394369
2020-11-17 18:00:00+00:00,5675.5,10374.07108,850.6318515
2020-11-17 19:00:00+00:00,5787.5,10508.97199,844.8923813
2020-11-17 20:00:00+00:00,5988.5,10975.85894,827.6174988
2020-11-17 21:00:00+00:00,6284.5,11086.91132,749.8218392
2020-11-17 22:00:00+00:00,6353.5,11039.02,754.7077956
2020-11-17 23:00:00+00:00,6147.5,11049.78847,735.6482628
2020-11-18 00:00:00+00:00,5985.5,11050.00895,722.7824663
2020-11-18 01:00:00+00:00,6059,10864.88573,716.6797524
2020-11-18 02:00:00+00:00,6122,10860.68864,727.8092846
2020-11-18 03:00:00+00:00,6198.5,10899.87998,733.7219058
2020-11-18 04:00:00+00:00,6601.5,11240.84045,711.1220738
2020-11-18 05:00:00+00:00,6907.5,11465.47769,714.3372319
2020-11-18 06:00:00+00:00,7356,11421.56752,742.170279
2020-11-18 07:00:00+00:00,7541.5,10985.84992,746.168394
2020-11-18 08:00:00+00:00,7634.5,10764.32726,794.3596916
2020-11-18 09:00:00+00:00,7704,10707.95417,818.5763083
2020-11-18 10:00:00+00:00,7438,10664.50317,827.9577833
2020-11-18 11:00:00+00:00,7046,10695.51642,828.8891517
2020-11-18 12:00:00+00:00,6769,10040.94633,850.1502847
2020-11-18 13:00:00+00:00,6418,10061.87092,867.3456222
2020-11-18 14:00:00+00:00,5991,9863.213417,874.4244465
2020-11-18 15:00:00+00:00,5727.5,9861.591167,855.0018124
2020-11-18 16:00:00+00:00,5596.5,9976.551667,851.6518138
2020-11-18 17:00:00+00:00,5541,9867.845417,852.9898501
2020-11-18 18:00:00+00:00,5564,9870.328833,847.3806159
2020-11-18 19:00:00+00:00,5637,9874.313377,847.8500865
2020-11-18 20:00:00+00:00,5809.5,10194.54004,814.7789925
2020-11-18 21:00:00+00:00,6040,10318.46101,777.6727518
2020-11-18 22:00:00+00:00,6101.5,10205.68639,785.9373958
2020-11-18 23:00:00+00:00,6046,10093.02659,783.1206841
2020-11-19 00:00:00+00:00,5904,10251.02957,779.4752121
2020-11-19 01:00:00+00:00,5797,10302.71432,753.9227355
2020-11-19 02:00:00+00:00,5748.5,10168.18523,754.8264456
2020-11-19 03:00:00+00:00,5781,10066.78782,743.8357994
2020-11-19 04:00:00+00:00,6020.5,10725.57024,716.6630261
2020-11-19 05:00:00+00:00,6413,11047.18113,714.3948739
2020-11-19 06:00:00+00:00,6963,11146.48152,705.3714716
2020-11-19 07:00:00+00:00,7435,10873.22711,742.586539
2020-11-19 08:00:00+00:00,7592,10585.38445,791.0511427
2020-11-19 09:00:00+00:00,7764,10619.52725,803.1123219
2020-11-19 10:00:00+00:00,7527.5,10651.145,822.6100591
2020-11-19 11:00:00+00:00,7166.5,10602.38908,833.0281504
2020-11-19 12:00:00+00:00,6713,10211.37075,844.6602233
2020-11-19 13:00:00+00:00,6367.5,10117.108,853.197129
2020-11-19 14:00:00+00:00,5977,10083.75167,859.7562366
2020-11-19 15:00:00+00:00,5735.5,10097.68425,840.2034688
2020-11-19 16:00:00+00:00,5620.5,10078.38542,846.5784772
2020-11-19 17:00:00+00:00,5545.5,10059.69117,842.0061664
2020-11-19 18:00:00+00:00,5563.5,10089.15483,836.4124173
2020-11-19 19:00:00+00:00,5652.5,10141.16968,829.4889607
2020-11-19 20:00:00+00:00,5783,10447.683,815.0340109
2020-11-19 21:00:00+00:00,5982.5,10827.57649,761.0804379
2020-11-19 22:00:00+00:00,5917.5,10621.42608,753.2939293
2020-11-19 23:00:00+00:00,5693,10436.20924,752.3947248
2020-11-20 00:00:00+00:00,5562.5,10452.88643,760.1482125
