time,Operational demand,Available generation,Emissions intensity_TAS
2020-11-01 20:00:00+00:00,1114.5,2092.341917,304.7036219
2020-11-01 21:00:00+00:00,1146,2010.717917,286.1679119
2020-11-01 22:00:00+00:00,1122,1967.64775,269.4224788
2020-11-01 23:00:00+00:00,1086.5,1955.76575,254.7805771
2020-11-02 00:00:00+00:00,1038.5,1945.19325,242.5844128
2020-11-02 01:00:00+00:00,1003.5,1957.14475,227.3190524
2020-11-02 02:00:00+00:00,966.5,1953.601,215.3908346
2020-11-02 03:00:00+00:00,956,1968.231083,198.7052893
2020-11-02 04:00:00+00:00,947.5,1990.336083,185.206957
2020-11-02 05:00:00+00:00,969,1981.016083,171.2961948
2020-11-02 06:00:00+00:00,1034.5,2062.48025,178.0440018
2020-11-02 07:00:00+00:00,1152.5,2093.24075,192.7173429
2020-11-02 08:00:00+00:00,1190,2094.171833,184.7047851
2020-11-02 09:00:00+00:00,1173,2118.804333,173.7355274
2020-11-02 10:00:00+00:00,1146,2057.268917,150.9405742
2020-11-02 11:00:00+00:00,1088,2045.42675,128.9878584
2020-11-02 12:00:00+00:00,1048.5,2062.844167,79.07886949
2020-11-02 13:00:00+00:00,1006,2131.611417,56.0245862
2020-11-02 14:00:00+00:00,984.5,2158.986833,80.25840812
2020-11-02 15:00:00+00:00,949,2140.4855,315.9031732
2020-11-02 16:00:00+00:00,967.5,2116.936167,431.8188958
2020-11-02 17:00:00+00:00,965,2096.116917,439.4288816
2020-11-02 18:00:00+00:00,987.5,2117.549,413.3046959
2020-11-02 19:00:00+00:00,1059.5,2100.096,349.6882476
2020-11-02 20:00:00+00:00,1163.5,2025.392917,299.2665624
2020-11-02 21:00:00+00:00,1204.5,1930.767583,323.7819751
2020-11-02 22:00:00+00:00,1158.5,1912.836917,404.2095379
2020-11-02 23:00:00+00:00,1095,1806.980333,423.3688356
2020-11-03 00:00:00+00:00,1059.5,1830.810583,415.8999381
2020-11-03 01:00:00+00:00,1049,1846.433833,395.9236425
2020-11-03 02:00:00+00:00,1044,1867.91275,388.4637553
2020-11-03 03:00:00+00:00,1047.5,1845.969,377.9033989
2020-11-03 04:00:00+00:00,1042.5,1852.4615,382.2699642
2020-11-03 05:00:00+00:00,1094,1960.203667,334.129726
2020-11-03 06:00:00+00:00,1130.5,2110.275583,105.1236226
2020-11-03 07:00:00+00:00,1179,2005.78825,1.034346584
2020-11-03 08:00:00+00:00,1198.5,2063.66025,23.11387693
2020-11-03 09:00:00+00:00,1204,2077.463,25.0173802
2020-11-03 10:00:00+00:00,1164.5,2083.923417,61.25614722
2020-11-03 11:00:00+00:00,1081,2178.05625,311.6461331
2020-11-03 12:00:00+00:00,1037.5,2190.87825,343.4279831
2020-11-03 13:00:00+00:00,976.5,2196.49925,356.1131711
2020-11-03 14:00:00+00:00,969,2180.804583,374.9525404
2020-11-03 15:00:00+00:00,959.5,2164.094167,397.7538492
2020-11-03 16:00:00+00:00,957.5,2188.013,399.1127413
2020-11-03 17:00:00+00:00,959.5,2265.367667,348.9327752
2020-11-03 18:00:00+00:00,983.5,2284.68425,264.4733085
2020-11-03 19:00:00+00:00,1054.5,2279.04075,115.0858574
2020-11-03 20:00:00+00:00,1158.5,2070.659,14.49613625
2020-11-03 21:00:00+00:00,1212.5,1994.8975,31.17063975
2020-11-03 22:00:00+00:00,1177,1957.628,31.57316863
2020-11-03 23:00:00+00:00,1154,1989.09825,31.48570717
2020-11-04 00:00:00+00:00,1114,1970.4375,23.130876
2020-11-04 01:00:00+00:00,1085.5,1984.708667,0
2020-11-04 02:00:00+00:00,1047,1908.51125,85.44996988
2020-11-04 03:00:00+00:00,1025,1963.01425,197.8342725
2020-11-04 04:00:00+00:00,1057.5,2008.281167,222.27754
2020-11-04 05:00:00+00:00,1058,2018.991583,194.9756077
2020-11-04 06:00:00+00:00,1060,2224.33725,162.1956146
2020-11-04 07:00:00+00:00,1129,2209.4855,158.0815624
2020-11-04 08:00:00+00:00,1151.5,2168.0885,178.4870589
2020-11-04 09:00:00+00:00,1157,2086.5925,171.8597269
2020-11-04 10:00:00+00:00,1150.5,2144.577083,147.6753179
2020-11-04 11:00:00+00:00,1093,2126.426333,201.8574738
2020-11-04 12:00:00+00:00,1067.5,2117.290333,331.2018744
2020-11-04 13:00:00+00:00,1031,2139.484417,362.7101665
2020-11-04 14:00:00+00:00,991,2117.612583,395.7281109
2020-11-04 15:00:00+00:00,1002,2167.0185,418.6200565
2020-11-04 16:00:00+00:00,1007,2142.129,413.3566522
2020-11-04 17:00:00+00:00,1007.5,2110.098167,434.9723503
2020-11-04 18:00:00+00:00,1027,2094.141417,411.1677917
2020-11-04 19:00:00+00:00,1097,1815.914583,352.1914712
2020-11-04 20:00:00+00:00,1193.5,1737.580083,293.477759
2020-11-04 21:00:00+00:00,1246.5,1713.23425,295.6959431
2020-11-04 22:00:00+00:00,1188.5,1710.0365,335.837866
2020-11-04 23:00:00+00:00,1130,1680.08675,357.442304
2020-11-05 00:00:00+00:00,1074.5,1674.818667,364.3012792
2020-11-05 01:00:00+00:00,1083.5,1659.257333,378.1479214
2020-11-05 02:00:00+00:00,1073.5,1663.459417,341.412314
2020-11-05 03:00:00+00:00,1002,1703.579833,348.6529645
2020-11-05 04:00:00+00:00,1031,1742.15675,393.0172498
2020-11-05 05:00:00+00:00,1054.5,1760.8615,356.6990189
2020-11-05 06:00:00+00:00,1122,1761.048,292.3320121
2020-11-05 07:00:00+00:00,1184.5,1828.047,51.81214982
2020-11-05 08:00:00+00:00,1235,1902.553417,25.16973673
2020-11-05 09:00:00+00:00,1255.5,1903.87375,23.35105368
2020-11-05 10:00:00+00:00,1244.5,1933.472417,24.91697779
2020-11-05 11:00:00+00:00,1189,1912.53875,28.76494567
2020-11-05 12:00:00+00:00,1129.5,1926.808583,28.82494576
2020-11-05 13:00:00+00:00,1076,1945.650333,31.27653238
2020-11-05 14:00:00+00:00,1060.5,2038.572333,29.89219879
2020-11-05 15:00:00+00:00,1056,2082.642917,30.51755462
2020-11-05 16:00:00+00:00,1039,2087.673833,33.1409471
2020-11-05 17:00:00+00:00,1040.5,2113.083583,33.91502942
2020-11-05 18:00:00+00:00,1064,2168.432167,31.89635505
2020-11-05 19:00:00+00:00,1134,2165.4395,27.41033273
2020-11-05 20:00:00+00:00,1241,2154.057,23.47904448
2020-11-05 21:00:00+00:00,1315,2160.647667,23.75095631
2020-11-05 22:00:00+00:00,1261,2138.381917,30.17264503
2020-11-05 23:00:00+00:00,1208,2035.1705,139.7882289
2020-11-06 00:00:00+00:00,1172,2037.648083,113.5848514
2020-11-06 01:00:00+00:00,1140.5,2024.36975,217.0058447
2020-11-06 02:00:00+00:00,1139.5,2024.511667,284.8368587
2020-11-06 03:00:00+00:00,1134.5,2041.361167,316.9178736
2020-11-06 04:00:00+00:00,1142,2375.339667,316.3029238
2020-11-06 05:00:00+00:00,1154,2295.002333,338.1608695
2020-11-06 06:00:00+00:00,1183.5,2402.008167,305.0052046
2020-11-06 07:00:00+00:00,1224,2449.851833,142.1442117
2020-11-06 08:00:00+00:00,1256.5,2453.083,29.27500151
2020-11-06 09:00:00+00:00,1279,2446.464917,27.17046674
2020-11-06 10:00:00+00:00,1287,2314.574167,27.30698537
2020-11-06 11:00:00+00:00,1226.5,2197.9445,92.89375627
2020-11-06 12:00:00+00:00,1153.5,2179.924083,209.4517361
2020-11-06 13:00:00+00:00,1104,2144.654583,157.0514582
2020-11-06 14:00:00+00:00,1074.5,2190.338167,140.448178
2020-11-06 15:00:00+00:00,1058,2183.36525,260.6831059
2020-11-06 16:00:00+00:00,1061.5,2192.88475,392.9198651
2020-11-06 17:00:00+00:00,1044.5,2160.97925,408.4827636
2020-11-06 18:00:00+00:00,1056,2153.915083,400.2102322
2020-11-06 19:00:00+00:00,1093.5,2093.88775,392.7395896
2020-11-06 20:00:00+00:00,1140,2082.541,388.1396064
2020-11-06 21:00:00+00:00,1172.5,2097.60525,375.7925204
2020-11-06 22:00:00+00:00,1180.5,2086.211333,374.6894072
2020-11-06 23:00:00+00:00,1148,2051.890667,377.1269082
2020-11-07 00:00:00+00:00,1126,2026.662167,375.6192849
2020-11-07 01:00:00+00:00,1084,2045.756583,417.9372659
2020-11-07 02:00:00+00:00,1072,2072.546417,429.2656744
2020-11-07 03:00:00+00:00,1040.5,2018.046333,442.8802462
2020-11-07 04:00:00+00:00,1034,1996.629333,425.1972383
2020-11-07 05:00:00+00:00,1056,1962.036583,395.3642022
2020-11-07 06:00:00+00:00,1086.5,1959.957917,372.1446311
2020-11-07 07:00:00+00:00,1131,1963.359583,326.5716581
2020-11-07 08:00:00+00:00,1164.5,1989.712,210.1586687
2020-11-07 09:00:00+00:00,1182.5,1968.665333,275.6017085
2020-11-07 10:00:00+00:00,1207.5,1943.580417,358.5475671
2020-11-07 11:00:00+00:00,1170,1919.8945,371.4370412
2020-11-07 12:00:00+00:00,1127,1918.010833,389.7474435
2020-11-07 13:00:00+00:00,1079,1916.739,396.979253
2020-11-07 14:00:00+00:00,1042.5,1924.852917,414.6884586
2020-11-07 15:00:00+00:00,1018.5,1926.262583,435.2421954
2020-11-07 16:00:00+00:00,1035.5,1909.89575,433.1439215
2020-11-07 17:00:00+00:00,1041.5,1906.27575,414.4343283
2020-11-07 18:00:00+00:00,1053,1865.109083,398.9082222
2020-11-07 19:00:00+00:00,1070.5,1861.035417,391.2053657
2020-11-07 20:00:00+00:00,1093,1859.692583,401.4472927
2020-11-07 21:00:00+00:00,1121.5,1855.354417,407.1101708
2020-11-07 22:00:00+00:00,1117.5,1857.6795,391.0629336
2020-11-07 23:00:00+00:00,1097.5,1863.904417,398.1876867
2020-11-08 00:00:00+00:00,1046.5,1861.410083,430.1387931
2020-11-08 01:00:00+00:00,994,1873.4845,456.9944734
2020-11-08 02:00:00+00:00,963,1870.8995,488.1740414
2020-11-08 03:00:00+00:00,947.5,1870.20475,488.2406458
2020-11-08 04:00:00+00:00,959.5,1879.645167,465.00956
2020-11-08 05:00:00+00:00,984,1885.29075,443.9608014
2020-11-08 06:00:00+00:00,1044,1875.527583,399.8577505
2020-11-08 07:00:00+00:00,1121,1887.611417,381.6022907
2020-11-08 08:00:00+00:00,1172,1902.174833,251.0682123
2020-11-08 09:00:00+00:00,1198.5,1885.842083,256.000572
2020-11-08 10:00:00+00:00,1196,1872.969667,293.2321485
2020-11-08 11:00:00+00:00,1146.5,1856.646333,423.3468954
2020-11-08 12:00:00+00:00,1086.5,1865.101083,447.8570859
2020-11-08 13:00:00+00:00,1032,1876.4585,441.7391978
2020-11-08 14:00:00+00:00,990.5,1877.520583,465.7010982
2020-11-08 15:00:00+00:00,1001.5,1898.096,474.3990366
2020-11-08 16:00:00+00:00,1004,1884.52175,454.8307998
2020-11-08 17:00:00+00:00,1012,1895.306667,430.0989167
2020-11-08 18:00:00+00:00,1040.5,1888.474167,403.9585655
2020-11-08 19:00:00+00:00,1106.5,1901.125167,368.9286228
2020-11-08 20:00:00+00:00,1213,1835.252833,320.1986722
2020-11-08 21:00:00+00:00,1255,1737.756083,361.6670232
2020-11-08 22:00:00+00:00,1194,1665.673167,428.7260167
2020-11-08 23:00:00+00:00,1129,1728.4205,454.586777
2020-11-09 00:00:00+00:00,1083,1722.186917,445.2481383
2020-11-09 01:00:00+00:00,1072,1710.83,446.3345854
2020-11-09 02:00:00+00:00,1052.5,1733.104417,452.5996145
2020-11-09 03:00:00+00:00,1043,1692.0755,399.4949755
2020-11-09 04:00:00+00:00,1048,1752.567667,306.3671501
2020-11-09 05:00:00+00:00,1076.5,1861.907,84.335474
2020-11-09 06:00:00+00:00,1129.5,1943.180083,14.93088829
2020-11-09 07:00:00+00:00,1187.5,2007.242333,30.48019093
2020-11-09 08:00:00+00:00,1223,2039.467333,28.00413529
2020-11-09 09:00:00+00:00,1212,2030.626167,29.02447421
2020-11-09 10:00:00+00:00,1192.5,1942.484333,179.5062083
2020-11-09 11:00:00+00:00,1148.5,1918.9765,356.3360745
2020-11-09 12:00:00+00:00,1101.5,1897.305083,393.9604884
2020-11-09 13:00:00+00:00,1059,1901.909417,396.5755021
2020-11-09 14:00:00+00:00,1034.5,1911.0455,401.1140895
2020-11-09 15:00:00+00:00,1008,1920.25025,414.3655375
2020-11-09 16:00:00+00:00,1026,1901.460083,416.3208421
2020-11-09 17:00:00+00:00,1029.5,1912.9035,394.5644155
2020-11-09 18:00:00+00:00,1057,1947.69675,374.3861406
2020-11-09 19:00:00+00:00,1114,1917.1665,336.783479
2020-11-09 20:00:00+00:00,1209.5,1793.38625,273.7369722
2020-11-09 21:00:00+00:00,1257,1756.394083,324.1105617
2020-11-09 22:00:00+00:00,1183.5,1687.851583,365.4830459
2020-11-09 23:00:00+00:00,1068,1663.83025,362.6759982
2020-11-10 00:00:00+00:00,1054.5,1655.621083,364.444273
2020-11-10 01:00:00+00:00,1051.5,1635.383333,396.9822789
2020-11-10 02:00:00+00:00,1052,1637.640083,396.9815286
2020-11-10 03:00:00+00:00,1030.5,1654.613,374.6482879
2020-11-10 04:00:00+00:00,1069,1660.345417,268.4503779
2020-11-10 05:00:00+00:00,1091.5,1828.799583,43.1666664
2020-11-10 06:00:00+00:00,1150.5,1931.3175,29.38691653
2020-11-10 07:00:00+00:00,1211,2018.360417,25.37101286
2020-11-10 08:00:00+00:00,1224,2037.79875,23.75464218
2020-11-10 09:00:00+00:00,1217,2046.792583,25.60082437
2020-11-10 10:00:00+00:00,1191.5,1967.575,140.3039667
2020-11-10 11:00:00+00:00,1128.5,1950.40325,309.2736955
2020-11-10 12:00:00+00:00,1074,1974.6705,336.0461152
2020-11-10 13:00:00+00:00,1036.5,1982.573333,320.8846063
2020-11-10 14:00:00+00:00,1014,1993.770583,382.4635175
2020-11-10 15:00:00+00:00,1005,1995.559583,401.0888316
2020-11-10 16:00:00+00:00,1001,1996.5645,401.4341192
2020-11-10 17:00:00+00:00,1009,2002.344167,372.0638416
2020-11-10 18:00:00+00:00,1028,2027.929083,356.5279324
2020-11-10 19:00:00+00:00,1057.5,2017.3255,297.6300312
2020-11-10 20:00:00+00:00,1094,1900.038667,150.0645244
2020-11-10 21:00:00+00:00,1090,1968.4935,121.792882
2020-11-10 22:00:00+00:00,1030.5,1897.531167,302.4279922
2020-11-10 23:00:00+00:00,993,1848.697167,319.3230227
2020-11-11 00:00:00+00:00,982,1906.635167,324.0019257
2020-11-11 01:00:00+00:00,964.5,1940.149,283.4279495
2020-11-11 02:00:00+00:00,935,1948.779,254.8940236
2020-11-11 03:00:00+00:00,996.5,1913.186083,318.0589943
2020-11-11 04:00:00+00:00,1035,1875.852667,295.8329397
2020-11-11 05:00:00+00:00,1068,1958.115667,110.9466851
2020-11-11 06:00:00+00:00,1132,2029.333417,8.933666109
2020-11-11 07:00:00+00:00,1172.5,2142.392,14.88082459
2020-11-11 08:00:00+00:00,1169.5,2106.495667,25.10089871
2020-11-11 09:00:00+00:00,1185,2147.494667,24.38089487
2020-11-11 10:00:00+00:00,1180,2106.935167,41.71406159
2020-11-11 11:00:00+00:00,1113,2111.519833,257.2222426
2020-11-11 12:00:00+00:00,1045.5,1987.204583,404.8744886
2020-11-11 13:00:00+00:00,997.5,2052.62875,430.3935016
2020-11-11 14:00:00+00:00,957.5,2108.79725,393.6689143
2020-11-11 15:00:00+00:00,914,2070.0725,378.2455669
2020-11-11 16:00:00+00:00,906.5,2082.670833,377.1405673
2020-11-11 17:00:00+00:00,906,2050.121833,384.9754609
2020-11-11 18:00:00+00:00,929,2146.6975,395.2685889
2020-11-11 19:00:00+00:00,988.5,2111.124583,379.3046406
2020-11-11 20:00:00+00:00,1074,2059.67725,313.4731604
2020-11-11 21:00:00+00:00,1142.5,2157.4935,265.0883508
2020-11-11 22:00:00+00:00,1102,2095.939583,314.8345279
2020-11-11 23:00:00+00:00,1039.5,2126.164167,339.7408232
2020-11-12 00:00:00+00:00,1016,2191.336083,331.5391856
2020-11-12 01:00:00+00:00,999.5,2196.308917,308.8496243
2020-11-12 02:00:00+00:00,1001,2170.988667,320.7539404
2020-11-12 03:00:00+00:00,1010.5,2204.407417,322.6950687
2020-11-12 04:00:00+00:00,995.5,2205.979833,256.7110914
2020-11-12 05:00:00+00:00,1027.5,2258.619167,171.2874755
2020-11-12 06:00:00+00:00,1061.5,2261.529,98.66843991
2020-11-12 07:00:00+00:00,1104.5,2224.63525,113.2994247
2020-11-12 08:00:00+00:00,1128,2253.92175,38.87153271
2020-11-12 09:00:00+00:00,1120.5,2229.103167,53.11159545
2020-11-12 10:00:00+00:00,1108,2256.1185,156.7858007
2020-11-12 11:00:00+00:00,1076.5,2237.575417,185.0012716
2020-11-12 12:00:00+00:00,1014.5,2239.228917,293.6335741
2020-11-12 13:00:00+00:00,980.5,2250.489667,269.3075566
2020-11-12 14:00:00+00:00,963.5,2271.003333,266.6678435
2020-11-12 15:00:00+00:00,954.5,2228.803917,363.4790712
2020-11-12 16:00:00+00:00,955.5,2234.867583,368.3875595
2020-11-12 17:00:00+00:00,950,2241.902583,381.8913642
2020-11-12 18:00:00+00:00,977,2110.658333,408.6592571
2020-11-12 19:00:00+00:00,1039.5,2006.51025,318.2694032
2020-11-12 20:00:00+00:00,1134,1984.773,141.6249081
2020-11-12 21:00:00+00:00,1151,1962.756667,133.3430175
2020-11-12 22:00:00+00:00,1117.5,1962.317333,135.6770354
2020-11-12 23:00:00+00:00,1057.5,1949.9335,222.7381429
2020-11-13 00:00:00+00:00,1004,1968.734417,267.4637652
2020-11-13 01:00:00+00:00,998.5,1986.9995,365.2471854
2020-11-13 02:00:00+00:00,1001,1840.931083,397.4977863
2020-11-13 03:00:00+00:00,1002,1877.160667,356.6561458
2020-11-13 04:00:00+00:00,990,1949.514333,354.3220657
2020-11-13 05:00:00+00:00,995.5,2005.599417,330.0342696
2020-11-13 06:00:00+00:00,1036.5,2015.109583,294.0813023
2020-11-13 07:00:00+00:00,1071,2006.51625,316.1696576
2020-11-13 08:00:00+00:00,1087,1995.488583,119.9687316
2020-11-13 09:00:00+00:00,1105.5,1958.803167,0
2020-11-13 10:00:00+00:00,1095.5,1924.965417,0
2020-11-13 11:00:00+00:00,1069,1905.893917,0
2020-11-13 12:00:00+00:00,1038,1903.761333,0
2020-11-13 13:00:00+00:00,1029.5,1923.554167,0
2020-11-13 14:00:00+00:00,1020.5,1949.22125,0
2020-11-13 15:00:00+00:00,1036,1953.739667,0
2020-11-13 16:00:00+00:00,1024,1929.1535,116.3810001
2020-11-13 17:00:00+00:00,1017,1937.487917,202.7829888
2020-11-13 18:00:00+00:00,1020,1951.37825,105.7591527
2020-11-13 19:00:00+00:00,997,1965.477083,0
2020-11-13 20:00:00+00:00,983,1982.455083,20.89852099
2020-11-13 21:00:00+00:00,1001.5,1970.596833,75.05020254
2020-11-13 22:00:00+00:00,992,1968.063167,347.3780579
2020-11-13 23:00:00+00:00,993.5,1961.422333,432.667553
2020-11-14 00:00:00+00:00,989,1968.388167,454.915735
2020-11-14 01:00:00+00:00,972,1954.72275,464.9981487
2020-11-14 02:00:00+00:00,947,1975.943583,475.7240025
2020-11-14 03:00:00+00:00,939,1980.599583,443.2472633
2020-11-14 04:00:00+00:00,938.5,2006.4145,417.6771948
2020-11-14 05:00:00+00:00,994.5,2017.203417,414.8701254
2020-11-14 06:00:00+00:00,1055,2071.617583,357.2900021
2020-11-14 07:00:00+00:00,1115.5,2126.980667,143.6365626
2020-11-14 08:00:00+00:00,1155,2189.58325,11.46538394
2020-11-14 09:00:00+00:00,1171,2151.981667,24.15030577
2020-11-14 10:00:00+00:00,1192.5,2028.761667,25.29299786
2020-11-14 11:00:00+00:00,1158.5,2010.91175,5.466412689
2020-11-14 12:00:00+00:00,1111,2031.251667,88.05917956
2020-11-14 13:00:00+00:00,1063.5,1999.553417,329.5906798
2020-11-14 14:00:00+00:00,1031,1958.42125,396.8607022
2020-11-14 15:00:00+00:00,1021,1966.965917,416.5729379
2020-11-14 16:00:00+00:00,1013.5,1919.841583,409.7853184
2020-11-14 17:00:00+00:00,1006,1919.213917,399.1179238
2020-11-14 18:00:00+00:00,1014.5,1920.75725,385.051551
2020-11-14 19:00:00+00:00,1020.5,1920.74475,380.3941974
2020-11-14 20:00:00+00:00,1045.5,1942.01425,370.5149892
2020-11-14 21:00:00+00:00,1084.5,1924.914583,331.6358705
2020-11-14 22:00:00+00:00,1114.5,1905.376167,317.4812716
2020-11-14 23:00:00+00:00,1149,1892.6305,321.7024003
2020-11-15 00:00:00+00:00,1150.5,1895.310833,327.763872
2020-11-15 01:00:00+00:00,1152,1897.097917,324.8317892
2020-11-15 02:00:00+00:00,1129.5,1862.246167,320.3218302
2020-11-15 03:00:00+00:00,1117.5,1860.529667,315.9238742
2020-11-15 04:00:00+00:00,1126.5,1879.1095,312.4547729
2020-11-15 05:00:00+00:00,1100,1890.280417,275.1031881
2020-11-15 06:00:00+00:00,1133.5,1918.364417,108.1026215
2020-11-15 07:00:00+00:00,1193.5,2008.584667,0
2020-11-15 08:00:00+00:00,1221.5,2019.123583,0
2020-11-15 09:00:00+00:00,1220,2085.413167,0
2020-11-15 10:00:00+00:00,1200,1958.774917,1.368611459
2020-11-15 11:00:00+00:00,1132.5,1944.96325,240.208603
2020-11-15 12:00:00+00:00,1071.5,1953.13225,375.7221439
2020-11-15 13:00:00+00:00,1037.5,1964.3515,404.608921
2020-11-15 14:00:00+00:00,1014,1918.90675,426.6689956
2020-11-15 15:00:00+00:00,1010,1943.284917,410.3632091
2020-11-15 16:00:00+00:00,996.5,1960.561833,417.1074241
2020-11-15 17:00:00+00:00,1002,1878.352167,406.2167155
2020-11-15 18:00:00+00:00,1025.5,1891.309917,369.346096
2020-11-15 19:00:00+00:00,1082.5,1907.889,321.8481783
2020-11-15 20:00:00+00:00,1174.5,1855.707,301.1880519
2020-11-15 21:00:00+00:00,1230,1949.837333,302.078458
2020-11-15 22:00:00+00:00,1227.5,2111.822333,306.122108
2020-11-15 23:00:00+00:00,1179.5,2072.071833,339.4052004
2020-11-16 00:00:00+00:00,1134.5,2153.68075,340.7674977
2020-11-16 01:00:00+00:00,1130.5,2194.203417,318.69931
2020-11-16 02:00:00+00:00,1107,2194.821917,325.6755832
2020-11-16 03:00:00+00:00,1110,2136.306667,387.1659667
2020-11-16 04:00:00+00:00,1120,2060.4215,347.7674673
2020-11-16 05:00:00+00:00,1121.5,2060.23708,289.2101868
2020-11-16 06:00:00+00:00,1158.5,2143.855583,201.8572314
2020-11-16 07:00:00+00:00,1209.5,2234.217583,159.7874985
2020-11-16 08:00:00+00:00,1221,2237.112,142.3956079
2020-11-16 09:00:00+00:00,1237,2256.812417,0
2020-11-16 10:00:00+00:00,1231,2187.92825,0
2020-11-16 11:00:00+00:00,1188,2236.083667,0
2020-11-16 12:00:00+00:00,1127,2230.996,0
2020-11-16 13:00:00+00:00,1080,2229.581833,0
2020-11-16 14:00:00+00:00,1060.5,2248.611333,2.553711859
2020-11-16 15:00:00+00:00,1039.5,2241.191667,156.466171
2020-11-16 16:00:00+00:00,1035,2254.295083,200.4428422
2020-11-16 17:00:00+00:00,1041.5,2245.681583,207.3539279
2020-11-16 18:00:00+00:00,1076.5,2223.729333,245.5862635
2020-11-16 19:00:00+00:00,1137,2142.504333,129.1755987
2020-11-16 20:00:00+00:00,1239,2184.616,0
2020-11-16 21:00:00+00:00,1263,2151.033,0
2020-11-16 22:00:00+00:00,1166,2104.143583,190.5009214
2020-11-16 23:00:00+00:00,1096,2044.953083,331.6606896
2020-11-17 00:00:00+00:00,1073,2021.57425,373.6971318
2020-11-17 01:00:00+00:00,1058.5,2001.43425,397.0037017
2020-11-17 02:00:00+00:00,1056,1990.674667,426.0517658
2020-11-17 03:00:00+00:00,1049,2004.8995,423.9671018
2020-11-17 04:00:00+00:00,1051,2014.166333,347.1525419
2020-11-17 05:00:00+00:00,1071.5,2034.120083,83.17417758
2020-11-17 06:00:00+00:00,1116.5,2072.056583,0
2020-11-17 07:00:00+00:00,1180.5,2162.034167,0
2020-11-17 08:00:00+00:00,1213.5,2184.515083,10.83289782
2020-11-17 09:00:00+00:00,1216.5,2169.709167,23.88452979
2020-11-17 10:00:00+00:00,1208,2021.526167,27.07339412
2020-11-17 11:00:00+00:00,1154.5,1914.216333,79.53713174
2020-11-17 12:00:00+00:00,1091.5,1900.053333,244.37357
2020-11-17 13:00:00+00:00,1050.5,1897.747333,233.8295858
2020-11-17 14:00:00+00:00,1011,1906.508417,206.3370666
2020-11-17 15:00:00+00:00,993,1902.450333,195.7306513
2020-11-17 16:00:00+00:00,984.5,1902.69325,185.8529924
2020-11-17 17:00:00+00:00,989,1882.239667,196.5586502
2020-11-17 18:00:00+00:00,1011,1857.6815,188.9072851
2020-11-17 19:00:00+00:00,1079,1840.225417,134.0969983
2020-11-17 20:00:00+00:00,1198.5,1906.504583,82.85680197
2020-11-17 21:00:00+00:00,1222.5,1919.6225,198.8263095
2020-11-17 22:00:00+00:00,1124,1955.258833,340.8981074
2020-11-17 23:00:00+00:00,1072,1858.4285,370.2070335
2020-11-18 00:00:00+00:00,1028,1833.986833,395.4992491
2020-11-18 01:00:00+00:00,1017.5,1844.479083,392.4708172
2020-11-18 02:00:00+00:00,1005.5,1867.0245,337.6838495
2020-11-18 03:00:00+00:00,1011,1959.480083,117.51063
2020-11-18 04:00:00+00:00,1029,2012.312417,48.9699661
2020-11-18 05:00:00+00:00,1049,2018.44375,0
2020-11-18 06:00:00+00:00,1126,2028.978417,11.16201587
2020-11-18 07:00:00+00:00,1182,1992.2235,23.71476098
2020-11-18 08:00:00+00:00,1163,1978.51075,24.15330001
2020-11-18 09:00:00+00:00,1145.5,1980.939,24.58956654
2020-11-18 10:00:00+00:00,1149,1881.801417,27.31734137
2020-11-18 11:00:00+00:00,1116.5,1849.215583,20.87051534
2020-11-18 12:00:00+00:00,1072.5,1864.533333,0
2020-11-18 13:00:00+00:00,1035,1885.125667,0
2020-11-18 14:00:00+00:00,1003,1922.366333,180.8644127
2020-11-18 15:00:00+00:00,988,1967.803167,394.3886801
2020-11-18 16:00:00+00:00,977,1979.362917,438.5016609
2020-11-18 17:00:00+00:00,975.5,1924.397833,419.2065407
2020-11-18 18:00:00+00:00,990,1952.77075,383.3683194
2020-11-18 19:00:00+00:00,1038,1949.3235,343.84674
2020-11-18 20:00:00+00:00,1134,1997.892583,315.2365519
2020-11-18 21:00:00+00:00,1169.5,1977.237667,328.8351304
2020-11-18 22:00:00+00:00,1133.5,1918.379,352.6028485
2020-11-18 23:00:00+00:00,1116,1844.939333,354.3295089
2020-11-19 00:00:00+00:00,1105,1850.528917,348.9678198
2020-11-19 01:00:00+00:00,1083,1859.61875,351.8260073
2020-11-19 02:00:00+00:00,1066.5,1864.32675,343.9889735
2020-11-19 03:00:00+00:00,1046.5,1874.66875,323.6977505
2020-11-19 04:00:00+00:00,1074,1809.584083,260.1365041
2020-11-19 05:00:00+00:00,1112.5,1860.870167,34.10986967
2020-11-19 06:00:00+00:00,1145.5,1955.618333,11.31712292
2020-11-19 07:00:00+00:00,1195.5,2029.719,23.69452858
2020-11-19 08:00:00+00:00,1204.5,2062.051417,23.01290187
2020-11-19 09:00:00+00:00,1188,2089.389583,23.65530161
2020-11-19 10:00:00+00:00,1174.5,2047.8305,24.05574783
2020-11-19 11:00:00+00:00,1121,2060.474833,4.85729121
2020-11-19 12:00:00+00:00,1059,2082.052917,0
2020-11-19 13:00:00+00:00,1015,2074.942417,70.50904791
2020-11-19 14:00:00+00:00,990.5,2034.741417,192.2879564
2020-11-19 15:00:00+00:00,973,2012.708917,385.5341639
2020-11-19 16:00:00+00:00,974,1925.126,455.3486694
2020-11-19 17:00:00+00:00,978,1965.7325,463.1458729
2020-11-19 18:00:00+00:00,981.5,1998.88875,441.72312
