time,Operational demand,Available generation,Emissions intensity_SA
2021-01-09 02:00:00+00:00,1005.5,2275.37562,531.8067043
2021-01-09 03:00:00+00:00,1084,2298.98383,566.8418463
2021-01-09 04:00:00+00:00,1164.5,2361.659267,567.536582
2021-01-09 05:00:00+00:00,1309.5,2477.609531,615.2472879
2021-01-09 06:00:00+00:00,1503.5,2612.115465,611.8872425
2021-01-09 07:00:00+00:00,1732,2605.602122,585.0413558
2021-01-09 08:00:00+00:00,1991,2629.579363,634.8603668
2021-01-09 09:00:00+00:00,2150,2706.225398,621.773007
2021-01-09 10:00:00+00:00,2059.5,2732.218875,583.7341992
2021-01-09 11:00:00+00:00,1916.5,2819.477417,545.5052957
2021-01-09 12:00:00+00:00,1762.5,2907.487892,489.5017714
2021-01-09 13:00:00+00:00,1650.5,2885.951217,477.0276192
2021-01-09 14:00:00+00:00,1719.5,2674.785292,620.7106312
2021-01-09 15:00:00+00:00,1566.5,2552.234558,642.632277
2021-01-09 16:00:00+00:00,1444,2494.637,642.2712543
2021-01-09 17:00:00+00:00,1389.5,2502.049075,606.8697029
2021-01-09 18:00:00+00:00,1351,2491.384167,602.7546493
2021-01-09 19:00:00+00:00,1339.5,2451.821342,648.4230283
2021-01-09 20:00:00+00:00,1311.5,2423.469017,603.2290264
2021-01-09 21:00:00+00:00,1271,2309.303139,584.9614104
2021-01-09 22:00:00+00:00,1172.5,2292.61299,553.4095731
2021-01-09 23:00:00+00:00,1117,2302.180383,526.1175742
2021-01-10 00:00:00+00:00,1137,2372.355443,509.2911678
2021-01-10 01:00:00+00:00,1181,2563.214264,399.3548324
2021-01-10 02:00:00+00:00,1271,2581.820444,487.9679089
2021-01-10 03:00:00+00:00,1373,2723.423882,596.1921586
2021-01-10 04:00:00+00:00,1505.5,2702.448003,733.2397448
2021-01-10 05:00:00+00:00,1647,2680.407858,777.6070293
2021-01-10 06:00:00+00:00,1851,2669.327548,769.5387952
2021-01-10 07:00:00+00:00,2154,2615.836008,816.7381873
2021-01-10 08:00:00+00:00,2335,2524.203788,850.8781042
2021-01-10 09:00:00+00:00,2455.5,2425.318717,922.2125631
2021-01-10 10:00:00+00:00,2365.5,2461.13045,895.3000779
2021-01-10 11:00:00+00:00,2204,2566.389723,859.6145849
2021-01-10 12:00:00+00:00,2004.5,2645.800049,800.6215928
2021-01-10 13:00:00+00:00,1833,2699.000165,734.892618
2021-01-10 14:00:00+00:00,1857.5,2831.10475,624.8392389
2021-01-10 15:00:00+00:00,1649.5,2872.976042,478.3605881
2021-01-10 16:00:00+00:00,1527,2840.927735,368.4521215
2021-01-10 17:00:00+00:00,1485.5,2911.865425,283.257184
2021-01-10 18:00:00+00:00,1479.5,3004.656817,243.9803189
2021-01-10 19:00:00+00:00,1538,3188.401392,207.6148497
2021-01-10 20:00:00+00:00,1611,3409.131689,216.3685924
2021-01-10 21:00:00+00:00,1704,3532.379106,231.649207
2021-01-10 22:00:00+00:00,1789.5,3418.754529,236.0116304
2021-01-10 23:00:00+00:00,1901.5,3511.41933,262.007131
2021-01-11 00:00:00+00:00,1917,3757.512142,225.7168923
2021-01-11 01:00:00+00:00,1888.5,3663.542565,226.1338212
2021-01-11 02:00:00+00:00,1939,3566.278864,296.1733488
2021-01-11 03:00:00+00:00,2132.5,3498.599635,427.8594917
2021-01-11 04:00:00+00:00,2244.5,3607.604495,389.3725861
2021-01-11 05:00:00+00:00,2276,3680.164873,425.5352544
2021-01-11 06:00:00+00:00,2363,3811.213612,411.2921956
2021-01-11 07:00:00+00:00,2227,3858.649946,383.8581363
2021-01-11 08:00:00+00:00,1968,3775.142659,399.1912503
2021-01-11 09:00:00+00:00,1870,3793.345182,389.5684363
2021-01-11 10:00:00+00:00,1785.5,3556.95286,448.3098724
2021-01-11 11:00:00+00:00,1716,3511.24458,392.4479464
2021-01-11 12:00:00+00:00,1593.5,3507.579905,370.4064186
2021-01-11 13:00:00+00:00,1500.5,3427.840192,349.3584565
2021-01-11 14:00:00+00:00,1592,3045.580325,332.8213309
2021-01-11 15:00:00+00:00,1464.5,2650.94783,360.1318777
2021-01-11 16:00:00+00:00,1345,2617.068302,348.0776521
2021-01-11 17:00:00+00:00,1319.5,2588.917018,355.9532756
2021-01-11 18:00:00+00:00,1285.5,2654.124692,337.3861991
2021-01-11 19:00:00+00:00,1313,2661.2914,367.2245021
2021-01-11 20:00:00+00:00,1370.5,2723.604614,361.274315
2021-01-11 21:00:00+00:00,1378.5,2847.655905,317.061909
2021-01-11 22:00:00+00:00,1262.5,2773.056286,325.8114298
2021-01-11 23:00:00+00:00,1043,2717.875148,359.1415616
2021-01-12 00:00:00+00:00,859.5,2673.104596,426.434385
2021-01-12 01:00:00+00:00,766.5,2439.821753,468.9444364
2021-01-12 02:00:00+00:00,717.5,2357.031433,488.4080522
2021-01-12 03:00:00+00:00,737,2329.327488,493.0448017
2021-01-12 04:00:00+00:00,812,2398.153888,456.0588228
2021-01-12 05:00:00+00:00,923,2665.561026,449.8686871
2021-01-12 06:00:00+00:00,1099.5,2811.337616,450.5096861
2021-01-12 07:00:00+00:00,1334.5,2827.920243,480.5912312
2021-01-12 08:00:00+00:00,1600,2812.497194,514.2453492
2021-01-12 09:00:00+00:00,1739.5,2578.705018,661.2210498
2021-01-12 10:00:00+00:00,1711,2609.234027,685.9796025
2021-01-12 11:00:00+00:00,1636.5,2753.730444,617.1051505
2021-01-12 12:00:00+00:00,1537.5,2692.348063,652.0861013
2021-01-12 13:00:00+00:00,1452.5,2654.568988,674.4977493
2021-01-12 14:00:00+00:00,1591,2416.500427,760.6271634
2021-01-12 15:00:00+00:00,1488.5,2375.112307,721.2146937
2021-01-12 16:00:00+00:00,1351,2493.518359,593.6068488
2021-01-12 17:00:00+00:00,1303.5,2589.399608,514.326092
2021-01-12 18:00:00+00:00,1277,2657.24712,473.5103165
2021-01-12 19:00:00+00:00,1301,2682.174,460.8407969
2021-01-12 20:00:00+00:00,1357.5,2724.090719,464.6919373
2021-01-12 21:00:00+00:00,1390,2707.695709,505.3541632
2021-01-12 22:00:00+00:00,1298,2344.555206,528.9709422
2021-01-12 23:00:00+00:00,1156,2254.702559,512.47916
2021-01-13 00:00:00+00:00,1393,2240.735276,532.1440915
2021-01-13 01:00:00+00:00,1493,2341.238261,542.2400504
2021-01-13 02:00:00+00:00,1347.5,2388.321758,411.6409472
2021-01-13 03:00:00+00:00,911.5,2441.823642,392.0497472
2021-01-13 04:00:00+00:00,889,2833.173839,415.7436832
2021-01-13 05:00:00+00:00,947,3373.565038,316.3061691
2021-01-13 06:00:00+00:00,1057.5,3456.047548,260.6453793
2021-01-13 07:00:00+00:00,1243,3439.386781,223.7119278
2021-01-13 08:00:00+00:00,1443,3218.803948,222.832984
2021-01-13 09:00:00+00:00,1550,2923.688414,325.6439608
2021-01-13 10:00:00+00:00,1550,2755.208658,415.240499
2021-01-13 11:00:00+00:00,1533,2545.601958,517.015881
2021-01-13 12:00:00+00:00,1456.5,2452.876408,609.9477806
2021-01-13 13:00:00+00:00,1398,2249.940267,590.1488195
2021-01-13 14:00:00+00:00,1534,2244.463891,572.7927773
2021-01-13 15:00:00+00:00,1424,2243.449635,537.5293521
2021-01-13 16:00:00+00:00,1315.5,2269.845697,490.2410343
2021-01-13 17:00:00+00:00,1275.5,2291.374437,482.5086922
2021-01-13 18:00:00+00:00,1256,2217.441745,544.4324228
2021-01-13 19:00:00+00:00,1299.5,2147.613767,621.4071491
2021-01-13 20:00:00+00:00,1357.5,2096.909933,713.3227057
2021-01-13 21:00:00+00:00,1352,2115.868406,709.0673067
2021-01-13 22:00:00+00:00,1216.5,2194.929945,592.3577625
2021-01-13 23:00:00+00:00,1091,2110.503528,480.9586355
2021-01-14 00:00:00+00:00,863.5,2027.133297,457.6370407
2021-01-14 01:00:00+00:00,690,2023.524301,500.9720721
2021-01-14 02:00:00+00:00,625,2067.156639,523.7584199
2021-01-14 03:00:00+00:00,610.5,2149.842122,478.6679562
2021-01-14 04:00:00+00:00,624,2347.655288,435.644521
2021-01-14 05:00:00+00:00,682.5,2528.874008,382.06186
2021-01-14 06:00:00+00:00,789,2637.960404,276.721933
2021-01-14 07:00:00+00:00,1016,2757.553692,175.3024038
2021-01-14 08:00:00+00:00,1253.5,2700.017573,154.3436496
2021-01-14 09:00:00+00:00,1437.5,2399.616525,340.7542667
2021-01-14 10:00:00+00:00,1523,2302.537567,435.8311371
2021-01-14 11:00:00+00:00,1487.5,2252.512492,450.866728
2021-01-14 12:00:00+00:00,1403.5,2163.513992,491.0972262
2021-01-14 13:00:00+00:00,1347.5,2143.994158,530.7894823
2021-01-14 14:00:00+00:00,1493.5,2184.020092,532.0040464
2021-01-14 15:00:00+00:00,1390,2179.237533,475.684168
2021-01-14 16:00:00+00:00,1296,2231.975042,403.2682407
2021-01-14 17:00:00+00:00,1285,2339.335783,300.8970349
2021-01-14 18:00:00+00:00,1267.5,2301.98545,316.6474699
2021-01-14 19:00:00+00:00,1303.5,2423.113196,245.7458568
2021-01-14 20:00:00+00:00,1378.5,2411.256708,245.1427267
2021-01-14 21:00:00+00:00,1417.5,2302.233772,260.2586897
2021-01-14 22:00:00+00:00,1350,2275.032313,300.0696868
2021-01-14 23:00:00+00:00,1191.5,2628.953963,285.0786384
2021-01-15 00:00:00+00:00,1102.5,2811.447471,313.3644961
2021-01-15 01:00:00+00:00,929.5,2857.392323,335.3111007
2021-01-15 02:00:00+00:00,750.5,2776.158318,374.9004427
2021-01-15 03:00:00+00:00,635.5,2727.546041,405.6117221
2021-01-15 04:00:00+00:00,623.5,2740.946723,378.1081949
2021-01-15 05:00:00+00:00,702.5,2749.967588,322.9236121
2021-01-15 06:00:00+00:00,873,2956.051733,254.6751446
2021-01-15 07:00:00+00:00,1060.5,3167.293329,227.3077596
2021-01-15 08:00:00+00:00,1232,3074.50566,213.1091734
2021-01-15 09:00:00+00:00,1397,2895.6744,164.3700761
2021-01-15 10:00:00+00:00,1478,2732.42105,175.3192575
2021-01-15 11:00:00+00:00,1479.5,2545.307233,254.734051
2021-01-15 12:00:00+00:00,1414,2570.1109,211.0589617
2021-01-15 13:00:00+00:00,1351.5,2575.103858,195.2928578
2021-01-15 14:00:00+00:00,1474,2318.26955,381.8587315
2021-01-15 15:00:00+00:00,1392.5,2111.7785,507.0373527
2021-01-15 16:00:00+00:00,1278.5,2095.751263,483.1775689
2021-01-15 17:00:00+00:00,1229,2067.190458,501.3924147
2021-01-15 18:00:00+00:00,1185.5,2015.789204,519.3292978
2021-01-15 19:00:00+00:00,1177,1933.077342,576.3977346
2021-01-15 20:00:00+00:00,1200,1922.527882,605.7768988
2021-01-15 21:00:00+00:00,1185.5,1952.183977,612.450684
2021-01-15 22:00:00+00:00,1084,2036.928598,448.1527185
2021-01-15 23:00:00+00:00,877.5,2109.062201,426.0983973
2021-01-16 00:00:00+00:00,659.5,2140.992518,494.7478019
2021-01-16 01:00:00+00:00,568,2100.678381,548.3813028
2021-01-16 02:00:00+00:00,496,2103.98442,617.6369183
2021-01-16 03:00:00+00:00,434.5,2151.444656,620.9100424
2021-01-16 04:00:00+00:00,436.5,2150.605442,597.2948278
2021-01-16 05:00:00+00:00,483,2238.061541,553.6846583
2021-01-16 06:00:00+00:00,631.5,2298.091218,396.8459327
2021-01-16 07:00:00+00:00,849.5,2467.241475,283.9642196
2021-01-16 08:00:00+00:00,1110.5,2640.351013,216.9839764
2021-01-16 09:00:00+00:00,1281.5,2481.497417,230.394444
2021-01-16 10:00:00+00:00,1341,2403.184683,283.317217
2021-01-16 11:00:00+00:00,1344.5,2385.798975,324.0906622
2021-01-16 12:00:00+00:00,1303.5,2393.33827,298.8837855
2021-01-16 13:00:00+00:00,1267.5,2403.786025,315.4742179
2021-01-16 14:00:00+00:00,1415.5,2412.769658,419.0539323
2021-01-16 15:00:00+00:00,1324.5,2359.721075,402.4858987
2021-01-16 16:00:00+00:00,1205.5,2243.191758,458.5496363
2021-01-16 17:00:00+00:00,1159,2186.865875,461.0831081
2021-01-16 18:00:00+00:00,1122,2093.389875,530.8531495
2021-01-16 19:00:00+00:00,1122.5,2059.140542,561.8035341
2021-01-16 20:00:00+00:00,1128.5,1991.140863,634.3291068
2021-01-16 21:00:00+00:00,1078,2003.181408,559.8509978
2021-01-16 22:00:00+00:00,950.5,2018.979571,417.5205894
2021-01-16 23:00:00+00:00,853.5,2016.226817,413.0814027
2021-01-17 00:00:00+00:00,724,2005.236125,471.926864
2021-01-17 01:00:00+00:00,626.5,1973.87508,460.6883535
2021-01-17 02:00:00+00:00,631,2039.051042,444.1553126
2021-01-17 03:00:00+00:00,634.5,2140.332264,422.5964147
2021-01-17 04:00:00+00:00,601.5,2267.168068,387.803883
2021-01-17 05:00:00+00:00,668.5,2347.002763,336.759508
2021-01-17 06:00:00+00:00,748.5,2351.08331,306.344132
2021-01-17 07:00:00+00:00,932.5,2393.574908,250.1151942
2021-01-17 08:00:00+00:00,1134.5,2454.513218,238.8738174
2021-01-17 09:00:00+00:00,1302,2710.279734,338.4062917
2021-01-17 10:00:00+00:00,1386.5,2842.687449,393.553359
2021-01-17 11:00:00+00:00,1371,2916.155708,365.2452364
2021-01-17 12:00:00+00:00,1316,2815.55255,435.4680347
2021-01-17 13:00:00+00:00,1271.5,2717.66585,587.3247324
2021-01-17 14:00:00+00:00,1429.5,2649.198943,728.2596768
2021-01-17 15:00:00+00:00,1345.5,2577.655943,714.2012077
2021-01-17 16:00:00+00:00,1236.5,2531.9901,675.0488088
2021-01-17 17:00:00+00:00,1198,2551.243892,594.6222667
2021-01-17 18:00:00+00:00,1179.5,2589.67435,535.7582419
2021-01-17 19:00:00+00:00,1219.5,2657.997075,522.5378727
2021-01-17 20:00:00+00:00,1314,2736.361823,514.9547728
2021-01-17 21:00:00+00:00,1349.5,2790.737713,457.0133959
2021-01-17 22:00:00+00:00,1223.5,2512.810958,390.0820044
2021-01-17 23:00:00+00:00,1045.5,2187.794488,405.6334544
2021-01-18 00:00:00+00:00,872.5,2059.858243,459.8575269
2021-01-18 01:00:00+00:00,729.5,2059.457049,466.706125
2021-01-18 02:00:00+00:00,653.5,2111.520464,484.7180074
2021-01-18 03:00:00+00:00,613,2181.111562,486.6102362
2021-01-18 04:00:00+00:00,621.5,2277.785229,437.3097352
2021-01-18 05:00:00+00:00,668.5,2421.905918,380.9641396
2021-01-18 06:00:00+00:00,820,2663.628655,311.709669
2021-01-18 07:00:00+00:00,1040,2876.62239,257.1884661
2021-01-18 08:00:00+00:00,1284,2986.753881,186.7859269
2021-01-18 09:00:00+00:00,1430.5,2824.247669,200.1763545
2021-01-18 10:00:00+00:00,1481.5,2682.933758,300.424277
2021-01-18 11:00:00+00:00,1461,2594.810908,372.7731916
2021-01-18 12:00:00+00:00,1385.5,2644.372133,329.1895028
2021-01-18 13:00:00+00:00,1324.5,2648.4971,375.1681675
2021-01-18 14:00:00+00:00,1456.5,2512.668067,460.3176631
2021-01-18 15:00:00+00:00,1359,2533.780517,367.4418034
2021-01-18 16:00:00+00:00,1239.5,2509.854467,342.8691059
2021-01-18 17:00:00+00:00,1199,2578.487992,308.0354175
2021-01-18 18:00:00+00:00,1191,2675.4446,278.1948335
2021-01-18 19:00:00+00:00,1238,2811.1355,246.7241076
2021-01-18 20:00:00+00:00,1330,2873.630546,236.0883791
2021-01-18 21:00:00+00:00,1382.5,2848.787699,282.3366207
2021-01-18 22:00:00+00:00,1335.5,2810.292979,308.329347
2021-01-18 23:00:00+00:00,1198,2692.161466,346.419207
2021-01-19 00:00:00+00:00,933.5,2482.563484,489.7338983
2021-01-19 01:00:00+00:00,676.5,2298.337715,614.021945
2021-01-19 02:00:00+00:00,621,2200.136637,642.9068573
2021-01-19 03:00:00+00:00,640,2279.893744,665.9304254
2021-01-19 04:00:00+00:00,674.5,2429.284409,562.1532673
2021-01-19 05:00:00+00:00,767,2506.954315,469.061151
2021-01-19 06:00:00+00:00,928.5,2506.315083,419.0102386
2021-01-19 07:00:00+00:00,1152,2582.251727,362.6124298
2021-01-19 08:00:00+00:00,1377,2509.646567,368.8064461
2021-01-19 09:00:00+00:00,1549.5,2508.086619,401.5637433
2021-01-19 10:00:00+00:00,1591,2649.759699,358.5654603
2021-01-19 11:00:00+00:00,1552.5,2662.611883,328.3309097
2021-01-19 12:00:00+00:00,1454.5,2745.457708,250.5013268
2021-01-19 13:00:00+00:00,1382.5,2679.021117,304.3750348
2021-01-19 14:00:00+00:00,1511,2605.717283,391.9403713
2021-01-19 15:00:00+00:00,1413.5,2575.398683,358.2739163
2021-01-19 16:00:00+00:00,1297,2514.755092,346.8665139
2021-01-19 17:00:00+00:00,1259,2500.814933,292.4959937
2021-01-19 18:00:00+00:00,1235.5,2389.61775,326.7830231
2021-01-19 19:00:00+00:00,1265,2331.09415,382.3947035
2021-01-19 20:00:00+00:00,1364.5,2357.466094,437.7824123
2021-01-19 21:00:00+00:00,1384,2374.436408,427.1447007
2021-01-19 22:00:00+00:00,1231,2324.140923,346.8362112
2021-01-19 23:00:00+00:00,1050.5,2137.708104,393.8047481
2021-01-20 00:00:00+00:00,881,2008.191704,444.0537461
2021-01-20 01:00:00+00:00,849.5,1979.907667,501.2808591
2021-01-20 02:00:00+00:00,825.5,2006.766375,499.1855037
2021-01-20 03:00:00+00:00,858.5,2049.087273,508.2240585
2021-01-20 04:00:00+00:00,952.5,2126.821764,565.9434167
2021-01-20 05:00:00+00:00,1085.5,2273.655404,610.591861
2021-01-20 06:00:00+00:00,1271.5,2495.473497,582.7215376
2021-01-20 07:00:00+00:00,1513.5,2535.752978,633.1007396
2021-01-20 08:00:00+00:00,1755.5,2482.796179,675.3138842
2021-01-20 09:00:00+00:00,1894.5,2534.2265,712.2444058
2021-01-20 10:00:00+00:00,1860,2627.265186,705.5204788
2021-01-20 11:00:00+00:00,1748.5,2514.219692,695.8756093
2021-01-20 12:00:00+00:00,1593.5,2421.188492,647.6894437
2021-01-20 13:00:00+00:00,1478.5,2413.718492,644.7398608
2021-01-20 14:00:00+00:00,1581,2398.447275,645.3349986
2021-01-20 15:00:00+00:00,1473.5,2469.537967,545.2802615
2021-01-20 16:00:00+00:00,1345,2526.781158,453.8076103
2021-01-20 17:00:00+00:00,1301,2438.439675,482.8272283
2021-01-20 18:00:00+00:00,1274.5,2421.776892,482.348089
2021-01-20 19:00:00+00:00,1313,2488.900258,477.1919924
2021-01-20 20:00:00+00:00,1391.5,2563.046238,499.3361685
2021-01-20 21:00:00+00:00,1429,2607.307481,454.8410961
2021-01-20 22:00:00+00:00,1318,2440.930008,520.1166955
2021-01-20 23:00:00+00:00,1182,2319.532521,480.7404202
2021-01-21 00:00:00+00:00,1073,2281.148969,459.4876588
2021-01-21 01:00:00+00:00,1048.5,2443.320717,364.9415942
2021-01-21 02:00:00+00:00,1077,2551.2341,311.1155839
2021-01-21 03:00:00+00:00,1151.5,2684.390068,220.5305835
2021-01-21 04:00:00+00:00,1266,2721.089833,240.2130309
2021-01-21 05:00:00+00:00,1416,2865.035013,284.6603831
2021-01-21 06:00:00+00:00,1573,2965.605786,408.5232541
2021-01-21 07:00:00+00:00,1814,2891.789559,523.6435337
2021-01-21 08:00:00+00:00,2028.5,2829.951386,558.9472921
2021-01-21 09:00:00+00:00,2129.5,2706.977903,646.8107635
2021-01-21 10:00:00+00:00,2068.5,2980.956641,556.5748895
2021-01-21 11:00:00+00:00,1897,3060.403125,437.767226
2021-01-21 12:00:00+00:00,1697,2945.03965,435.3202003
2021-01-21 13:00:00+00:00,1556.5,2840.52525,466.5568699
2021-01-21 14:00:00+00:00,1633.5,2567.541992,629.7785987
2021-01-21 15:00:00+00:00,1514.5,2157.811092,708.1293116
2021-01-21 16:00:00+00:00,1389,2048.838117,717.9370808
2021-01-21 17:00:00+00:00,1343,2065.851443,690.2000736
2021-01-21 18:00:00+00:00,1307,1964.665199,726.7222391
2021-01-21 19:00:00+00:00,1337,1974.469678,767.7692524
2021-01-21 20:00:00+00:00,1415,1921.985141,836.9033924
2021-01-21 21:00:00+00:00,1447.5,2033.472191,803.045954
2021-01-21 22:00:00+00:00,1342,2131.803859,760.4668979
2021-01-21 23:00:00+00:00,1196.5,2166.818137,674.347354
2021-01-22 00:00:00+00:00,1067.5,2192.686478,633.8877378
2021-01-22 01:00:00+00:00,1017.5,2193.866667,639.8583586
2021-01-22 02:00:00+00:00,1019.5,2247.468713,613.9805951
2021-01-22 03:00:00+00:00,1054,2296.746943,603.6949151
2021-01-22 04:00:00+00:00,1120,2389.478032,533.7523013
2021-01-22 05:00:00+00:00,1234,2544.236393,475.8816392
2021-01-22 06:00:00+00:00,1413,2814.822053,437.2050684
2021-01-22 07:00:00+00:00,1629.5,2860.559191,467.8660682
2021-01-22 08:00:00+00:00,1861,2779.116212,549.8295967
2021-01-22 09:00:00+00:00,2000.5,2694.684249,619.8380429
2021-01-22 10:00:00+00:00,1938,2785.788842,585.6321994
2021-01-22 11:00:00+00:00,1822,2946.87765,489.2048371
2021-01-22 12:00:00+00:00,1658,2994.553925,408.8567585
2021-01-22 13:00:00+00:00,1525,2959.385142,412.1927499
2021-01-22 14:00:00+00:00,1593,2847.922283,496.7596511
2021-01-22 15:00:00+00:00,1459.5,2549.343683,515.1702483
2021-01-22 16:00:00+00:00,1352.5,2601.1353,414.7807547
2021-01-22 17:00:00+00:00,1314.5,2600.760642,393.2096386
2021-01-22 18:00:00+00:00,1281.5,2603.061017,389.3170304
2021-01-22 19:00:00+00:00,1283.5,2697.963625,347.4589703
2021-01-22 20:00:00+00:00,1294,2743.699088,329.5924936
2021-01-22 21:00:00+00:00,1278.5,2927.307642,248.8476069
2021-01-22 22:00:00+00:00,1212.5,2930.910452,281.8886014
2021-01-22 23:00:00+00:00,1115.5,2804.116603,297.6847307
2021-01-23 00:00:00+00:00,1056,2778.872768,304.8398917
2021-01-23 01:00:00+00:00,1074,2683.887758,314.8079187
2021-01-23 02:00:00+00:00,1167,2409.097283,520.5041722
2021-01-23 03:00:00+00:00,1304,2293.822712,672.0198196
2021-01-23 04:00:00+00:00,1418.5,2330.210906,733.0111076
2021-01-23 05:00:00+00:00,1590,2351.175411,780.5778507
2021-01-23 06:00:00+00:00,1851,2500.595772,833.5818813
2021-01-23 07:00:00+00:00,2082,2617.655232,809.7980129
2021-01-23 08:00:00+00:00,2348.5,2670.231977,830.0079651
2021-01-23 09:00:00+00:00,2461,2854.802193,764.4247936
2021-01-23 10:00:00+00:00,2378,3180.009003,645.0445209
2021-01-23 11:00:00+00:00,2251,3295.239083,578.126216
2021-01-23 12:00:00+00:00,2100,3310.440017,535.291063
2021-01-23 13:00:00+00:00,1953,3360.943558,478.3824878
2021-01-23 14:00:00+00:00,1989,3436.570083,427.5229061
2021-01-23 15:00:00+00:00,1824.5,3328.528667,311.928827
2021-01-23 16:00:00+00:00,1708,3361.855842,236.0654005
2021-01-23 17:00:00+00:00,1650,3209.223833,291.8552797
2021-01-23 18:00:00+00:00,1603.5,3174.56935,283.994889
2021-01-23 19:00:00+00:00,1589.5,3203.572025,268.3429837
2021-01-23 20:00:00+00:00,1592,3187.082174,295.6574924
2021-01-23 21:00:00+00:00,1575.5,3069.344743,353.4039787
2021-01-23 22:00:00+00:00,1614.5,2972.319362,460.3785065
2021-01-23 23:00:00+00:00,1747.5,3209.452024,365.7098481
2021-01-24 00:00:00+00:00,1750,3619.0452,293.4603877
2021-01-24 01:00:00+00:00,1750.5,3885.962266,343.1372595
2021-01-24 02:00:00+00:00,1860,3656.940157,389.4956672
2021-01-24 03:00:00+00:00,1971.5,3435.512495,446.0562894
2021-01-24 04:00:00+00:00,2062.5,3170.95119,664.8710111
2021-01-24 05:00:00+00:00,2259,3115.516463,705.5678646
2021-01-24 06:00:00+00:00,2397.5,3067.006047,722.2196038
2021-01-24 07:00:00+00:00,2521,2935.181157,674.3832688
2021-01-24 08:00:00+00:00,2677.5,2872.562857,758.0951035
2021-01-24 09:00:00+00:00,2705,2684.238102,809.7458751
2021-01-24 10:00:00+00:00,2584.5,2949.788998,717.0174195
2021-01-24 11:00:00+00:00,2438.5,2904.973403,704.2246529
2021-01-24 12:00:00+00:00,2222.5,2858.046185,718.0624908
2021-01-24 13:00:00+00:00,2032,3000.654726,633.4611379
2021-01-24 14:00:00+00:00,2045,3127.578171,536.858632
2021-01-24 15:00:00+00:00,1868,3040.80922,509.056219
2021-01-24 16:00:00+00:00,1751.5,2671.85568,649.2284652
2021-01-24 17:00:00+00:00,1699,2718.0918,632.6486305
2021-01-24 18:00:00+00:00,1645.5,3094.309633,458.6246026
2021-01-24 19:00:00+00:00,1661,3272.893342,380.8860509
2021-01-24 20:00:00+00:00,1743.5,3399.265658,349.5914735
2021-01-24 21:00:00+00:00,1813,3453.425885,339.4998123
2021-01-24 22:00:00+00:00,1872.5,3658.946818,299.9473491
2021-01-24 23:00:00+00:00,1893.5,3772.5873,355.5512867
2021-01-25 00:00:00+00:00,1961,3866.2719,290.5302813
2021-01-25 01:00:00+00:00,2105,3934.093496,333.628764
2021-01-25 02:00:00+00:00,2202.5,3811.376615,490.9121037
2021-01-25 03:00:00+00:00,2174.5,3528.585048,506.01902
2021-01-25 04:00:00+00:00,2077.5,3343.349088,497.29693
2021-01-25 05:00:00+00:00,1900.5,2965.467018,677.1344602
2021-01-25 06:00:00+00:00,1883.5,2740.964009,777.7657535
2021-01-25 07:00:00+00:00,1794,2857.880939,679.135751
2021-01-25 08:00:00+00:00,1687.5,2958.400463,638.5428068
2021-01-25 09:00:00+00:00,1646,2892.658962,669.0542635
2021-01-25 10:00:00+00:00,1650,3052.468507,591.4917383
2021-01-25 11:00:00+00:00,1630.5,2896.838018,643.2358069
2021-01-25 12:00:00+00:00,1555,2964.385098,602.6023483
2021-01-25 13:00:00+00:00,1478.5,3011.037536,571.4598872
2021-01-25 14:00:00+00:00,1596.5,2867.669084,610.4562946
2021-01-25 15:00:00+00:00,1479.5,2421.035888,597.1898687
2021-01-25 16:00:00+00:00,1343.5,2303.863309,571.0696109
2021-01-25 17:00:00+00:00,1310.5,2299.923223,582.4623769
2021-01-25 18:00:00+00:00,1282.5,2275.619465,615.852387
2021-01-25 19:00:00+00:00,1280,2242.074934,647.2169252
2021-01-25 20:00:00+00:00,1299.5,2255.016315,677.3804238
2021-01-25 21:00:00+00:00,1295.5,2333.207238,627.6217683
2021-01-25 22:00:00+00:00,1224,2301.720339,562.7113494
2021-01-25 23:00:00+00:00,1193,2284.543417,435.3244946
2021-01-26 00:00:00+00:00,1099.5,2394.305893,310.070234
2021-01-26 01:00:00+00:00,954,2511.559028,395.8683254
2021-01-26 02:00:00+00:00,909,2479.93263,410.0610626
2021-01-26 03:00:00+00:00,809.5,2421.059185,415.5649731
2021-01-26 04:00:00+00:00,762,2431.180751,418.1461111
2021-01-26 05:00:00+00:00,772.5,2394.395899,379.205081
2021-01-26 06:00:00+00:00,812,2355.724737,387.1214977
2021-01-26 07:00:00+00:00,963,2330.881879,378.3981735
2021-01-26 08:00:00+00:00,1176.5,2317.576541,439.7795304
2021-01-26 09:00:00+00:00,1355,2219.011848,558.696558
2021-01-26 10:00:00+00:00,1421.5,2241.436741,579.499196
2021-01-26 11:00:00+00:00,1403.5,2303.758326,521.7495812
2021-01-26 12:00:00+00:00,1337,2379.617152,458.1123412
2021-01-26 13:00:00+00:00,1310,2480.725229,393.2578871
2021-01-26 14:00:00+00:00,1461,2343.521517,429.2997382
2021-01-26 15:00:00+00:00,1394.5,2264.706242,417.0361928
2021-01-26 16:00:00+00:00,1280.5,2272.496367,380.5109714
2021-01-26 17:00:00+00:00,1249.5,2316.8946,372.3180299
2021-01-26 18:00:00+00:00,1225.5,2378.420233,298.7228428
2021-01-26 19:00:00+00:00,1249.5,2374.675642,260.1748453
